matchId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6750232906,-3,-1,-1,1,0,1,0,0,0,1,42,-12,0,1
KR_6712742150,6,4,15,1,1,1,0,0,0,-4,116,2,2,1
KR_6745297508,-11,-8,-19,1,1,-1,-1,0,-2,-3,1,0,4,1
KR_6748136904,33,0,-4,-1,0,0,1,1,0,-3,-518,0,0,1
KR_6748176086,-13,-5,18,-1,0,0,1,1,-1,0,233,0,0,1
KR_6744592811,-1,-6,4,-1,1,-1,1,0,-2,-4,1,11,1,1
KR_6747754516,1,1,16,-1,-1,1,-1,0,1,-1,1,1,5,1
KR_6749902673,-8,-8,-31,-1,-1,-1,-1,0,-1,-4,-5,-8,4,1
KR_6751752409,-4,-2,55,-1,-1,-1,0,0,0,6,-62,-11,2,1
KR_6750663938,-27,-8,1,-1,0,0,1,0,-1,0,3,0,0,1
KR_6748799964,5,2,13,-1,1,-1,0,0,2,-5,-5,-5,1,1
KR_6718845138,-20,-9,52,-1,1,-1,1,0,4,-3,-35,49,3,1
KR_6724497418,5,3,74,-1,-1,-1,1,0,2,-2,5,-11,1,1
KR_6732410432,8,7,65,1,-1,1,1,0,4,13,-25,9,6,1
KR_6747447512,-9,-2,20,-1,-1,-1,-1,0,2,5,4,-2,6,1
KR_6742567802,-12,1,87,-1,1,1,1,0,3,-4,-34,5,3,1
KR_6739059677,2,4,13,-1,1,-1,-1,0,3,2,-5,28,1,1
KR_6734608245,-11,0,107,-1,-1,1,1,0,4,4,-16,23,4,1
KR_6746991508,14,11,51,1,1,1,1,0,3,0,0,27,5,1
KR_6749970081,23,11,56,1,1,-1,1,0,5,-3,46,22,3,1
KR_6750780244,1,2,-44,1,-1,1,1,0,2,1,41,-4,1,1
KR_6742436919,-4,-2,-28,-1,1,1,1,0,0,6,-3,51,4,1
KR_6748682901,23,11,-4,1,-1,1,1,0,3,-6,13,16,2,1
KR_6739874671,4,2,-68,-1,1,-1,-1,0,-1,-4,3,16,4,1
KR_6744494632,16,8,-3,1,1,-1,-1,0,3,1,9,33,5,1
KR_6734469445,-1,0,-30,1,-1,1,-1,0,2,-3,18,24,3,1
KR_6708491587,8,5,-22,1,-1,1,1,0,1,5,28,34,2,1
KR_6743630969,9,16,96,1,1,1,1,0,6,-3,6,-9,3,1
KR_6720521796,5,2,28,1,-1,1,1,0,0,1,-2,1,6,1
KR_6741250561,10,2,27,1,0,0,1,1,0,6,-151,0,0,1
KR_6739911470,20,14,29,1,1,1,1,0,3,2,6,8,5,1
KR_6750639358,2,1,-9,-1,1,-1,-1,0,0,0,-15,-6,2,1
KR_6743809248,1,-3,9,-1,-1,1,-1,0,1,-4,34,3,3,1
KR_6748827077,18,12,82,-1,-1,1,1,0,2,12,1,6,6,1
KR_6743574413,32,20,100,1,1,-1,1,0,8,-1,41,40,1,1
KR_6751756030,17,10,92,1,1,-1,1,0,3,3,-10,24,1,1
KR_6748422012,12,5,-17,1,1,1,-1,0,1,-2,-8,18,4,1
KR_6739554111,6,4,38,1,1,-1,1,0,2,2,-10,-6,4,1
KR_6745222243,48,10,15,1,0,0,1,0,2,-10,70,0,0,1
KR_6751953351,7,11,-11,1,-1,1,1,0,3,-6,18,3,1,1
KR_6743984925,-5,-6,-12,1,1,-1,0,0,-3,-7,3,-24,6,1
KR_6748243853,1,0,-2,1,-1,1,1,0,2,5,-4,-15,3,1
KR_6737069079,40,15,3,1,0,0,-1,1,4,0,-22,0,0,1
KR_6751989737,-10,-7,-52,-1,1,-1,-1,0,-2,-28,47,-8,6,1
KR_6734551563,2,-3,-3,-1,1,-1,-1,0,-1,4,-6,-8,3,1
KR_6749205029,10,9,72,1,-1,1,1,0,2,2,-9,10,6,1
KR_6744942072,2,2,-19,1,-1,1,1,0,1,3,-15,36,5,1
KR_6743297033,9,10,68,-1,-1,1,-1,0,4,0,-3,24,6,1
KR_6748018396,5,4,33,1,-1,1,1,0,-1,3,10,-3,1,1
KR_6742613091,6,11,27,1,-1,1,1,0,2,7,0,-6,4,1
KR_6737409190,-4,-5,8,1,-1,-1,-1,0,1,24,-64,-31,4,1
KR_6747582172,6,3,49,1,1,1,1,0,1,-1,13,6,4,1
KR_6735930458,28,9,19,-1,0,0,-1,0,3,0,0,0,0,1
KR_6744188511,9,6,30,1,1,-1,-1,0,4,-2,-4,36,5,1
KR_6749354492,-32,2,-30,-1,0,0,1,1,0,0,0,0,0,1
KR_6746132656,1,6,-9,1,1,-1,1,0,2,0,45,7,4,1
KR_6748575794,10,8,-9,1,-1,-1,0,0,1,1,8,8,2,1
KR_6739946188,1,0,-19,-1,1,-1,-1,0,1,-5,-20,-8,3,1
KR_6746692978,11,8,4,1,1,1,1,0,3,4,-23,-12,2,1
KR_6750776978,8,2,47,1,-1,-1,-1,0,0,-1,-12,0,4,1
KR_6751038851,1,6,4,1,1,1,1,0,1,-1,-1,-4,6,1
KR_6750098156,-4,-4,39,-1,1,-1,1,0,-1,8,42,20,5,1
KR_6737613079,7,4,2,1,-1,-1,1,0,2,3,0,15,3,1
KR_6726810542,10,6,-3,-1,-1,1,-1,0,2,-2,7,-12,5,1
KR_6748532770,20,11,22,1,-1,1,1,0,4,5,3,7,5,1
KR_6735908597,-2,-6,-52,-1,-1,1,-1,0,-1,0,25,-14,2,1
KR_6743977709,-4,-2,14,-1,1,-1,1,0,-4,1,1,-59,1,1
KR_6749505408,23,2,-7,1,0,0,1,-1,1,0,0,0,0,1
KR_6752172388,32,15,53,-1,0,0,1,1,3,0,-50,0,0,1
KR_6747127079,3,6,31,-1,-1,1,1,0,1,5,9,5,6,1
KR_6747780261,2,1,-44,-1,-1,1,1,0,-2,-3,5,7,3,1
KR_6748680379,4,11,14,-1,0,1,1,0,2,3,12,-12,0,1
KR_6742179509,2,2,9,1,1,-1,1,0,2,-2,8,-12,4,1
KR_6747835761,23,15,-21,1,1,1,1,0,1,1,2,-26,4,1
KR_6742390034,4,3,-2,1,1,-1,0,0,0,1,7,4,5,1
KR_6751502901,8,14,9,1,-1,1,1,0,5,-3,7,29,1,1
KR_6745685194,-10,-1,11,1,-1,1,-1,0,0,-1,-8,24,1,1
KR_6741852832,10,11,62,1,0,-1,1,0,3,-2,10,-1,0,1
KR_6748443104,10,12,22,1,1,1,1,0,6,0,0,-7,1,1
KR_6739849765,9,1,45,-1,-1,-1,1,0,3,-2,0,17,1,1
KR_6749376471,8,3,-43,1,1,-1,-1,0,2,-4,9,15,5,1
KR_6746406951,1,1,5,-1,-1,-1,1,0,-1,-13,24,12,4,1
KR_6748527943,7,1,2,1,0,0,-1,-1,1,0,0,0,0,1
KR_6744727948,4,1,-14,1,-1,1,1,0,-1,8,-8,-22,5,1
KR_6749374966,8,8,13,1,-1,1,1,0,2,2,-2,12,4,1
KR_6734675579,24,14,33,-1,0,1,1,0,3,-1,19,22,0,1
KR_6746271196,13,9,58,-1,1,1,1,0,1,0,-7,14,3,1
KR_6750438301,-4,0,19,-1,1,1,1,0,2,2,2,23,1,1
KR_6742359015,12,17,83,1,1,1,1,0,4,6,-1,-8,4,1
KR_6745273470,8,4,-80,1,1,1,1,0,0,-2,-19,20,2,1
KR_6745962478,18,15,30,1,1,-1,1,0,5,-2,12,-6,1,1
KR_6742536983,17,11,77,1,-1,1,1,0,5,3,-3,18,5,1
KR_6748757260,1,-1,55,-1,-1,-1,0,0,0,-3,8,-13,6,1
KR_6738504164,-3,-1,32,-1,1,-1,0,0,2,5,-2,0,5,1
KR_6713197332,31,18,153,1,1,1,1,0,10,6,-14,16,5,1
KR_6750606429,10,3,23,1,0,0,1,0,1,-2,6,0,0,1
KR_6738501915,65,18,-7,1,0,0,-1,1,8,5,-11,0,0,1
KR_6750139817,3,-1,-20,1,1,-1,1,0,-2,-4,-31,-8,1,1
KR_6732709142,0,2,14,-1,1,1,1,0,2,-1,-22,28,4,1
KR_6747774979,-6,0,16,1,-1,1,1,0,0,0,-7,6,5,1
KR_6749662755,-3,-3,-87,1,-1,0,-1,0,-2,-1,-7,-7,2,1
KR_6742433215,8,7,1,1,0,-1,-1,0,3,-7,6,12,0,1
KR_6736731447,-10,1,-2,-1,1,-1,0,0,0,1,0,24,3,1
KR_6745806928,3,1,25,-1,-1,-1,-1,0,0,3,36,-13,3,1
KR_6738870194,36,20,28,1,0,0,1,0,6,0,0,0,0,1
KR_6743626861,4,1,28,-1,-1,-1,1,0,2,-4,25,-15,3,1
KR_6749624701,22,15,-13,-1,1,1,1,0,3,-3,-4,-23,1,1
KR_6745225945,9,6,40,1,1,-1,1,0,2,-6,10,15,3,1
KR_6751539054,-9,-2,45,-1,1,-1,0,0,-1,4,3,19,2,1
KR_6728975844,9,13,-18,1,1,1,1,0,4,2,6,23,6,1
KR_6745351937,13,8,-1,1,-1,1,1,0,2,-1,0,0,3,1
KR_6739196072,6,6,61,1,1,-1,1,0,1,0,1,6,6,1
KR_6747808573,4,9,0,-1,-1,1,-1,0,3,-1,6,-16,5,1
KR_6751414818,6,2,54,1,1,-1,1,0,0,-6,20,1,4,1
KR_6747350072,10,6,-28,1,1,-1,1,0,2,0,155,7,1,1
KR_6748037162,24,14,-17,1,1,1,1,0,3,6,-13,-7,2,1
KR_6739661280,1,5,-11,-1,1,1,1,0,2,-22,51,25,1,1
KR_6747102937,6,5,25,-1,1,1,1,0,2,0,2,14,3,1
KR_6749650796,-10,2,-17,1,0,0,-1,0,1,0,6,0,0,1
KR_6751635368,-1,3,47,1,-1,1,1,0,2,6,-3,-18,5,1
KR_6738823971,2,0,21,1,-1,1,-1,0,1,5,1,40,3,1
KR_6746774925,5,5,57,-1,-1,-1,1,0,6,0,-64,27,3,1
KR_6745369345,0,-4,-21,-1,-1,-1,0,0,0,-2,-35,-25,6,1
KR_6744843067,9,1,-3,-1,0,0,-1,0,0,0,-4,0,0,1
KR_6741699361,3,-1,22,1,1,-1,-1,0,-2,3,11,8,1,1
KR_6732142206,1,-1,2,1,-1,1,1,0,1,0,-37,0,2,1
KR_6742723184,-5,-1,-45,1,-1,-1,-1,0,-3,3,6,16,5,1
KR_6750431214,30,6,-6,-1,0,0,1,1,1,0,40,0,0,1
KR_6731567959,11,12,61,1,1,-1,1,0,2,2,0,8,4,1
KR_6744933495,16,9,63,1,1,1,-1,0,2,1,3,0,4,1
KR_6747953485,-7,0,11,1,1,-1,-1,0,0,-9,23,-2,3,1
KR_6716477668,-4,-1,9,-1,1,-1,-1,0,0,7,26,-1,1,1
KR_6747957938,13,11,-52,1,1,-1,1,0,0,-3,2,-4,2,1
KR_6739216088,-3,-3,18,-1,1,-1,-1,0,-2,3,-24,-51,2,1
KR_6747639383,4,8,71,1,-1,-1,1,0,4,-5,8,7,6,1
KR_6748723681,8,9,37,1,1,-1,1,0,3,-7,18,-9,1,1
KR_6735799406,16,13,-3,1,1,1,1,0,3,0,5,15,1,1
KR_6744898097,-2,-2,-35,1,1,1,1,0,0,-3,-61,-11,4,1
KR_6748497144,2,4,35,-1,1,-1,-1,0,1,0,9,-21,5,1
KR_6730340666,-4,1,2,1,1,-1,-1,0,-1,7,-39,-25,2,1
KR_6736669597,2,8,37,-1,1,-1,1,0,5,-1,-6,13,5,1
KR_6748000182,7,1,10,-1,-1,1,1,0,2,4,-10,-11,2,1
KR_6749276706,0,-2,4,-1,1,1,1,0,3,-1,2,47,4,1
KR_6744264920,3,0,2,-1,1,-1,-1,0,0,-2,-1,17,1,1
KR_6747370067,0,0,13,-1,1,-1,1,0,2,-5,-1,7,4,1
KR_6748020022,-14,-11,-19,1,-1,1,-1,0,-3,-1,27,11,3,1
KR_6750391684,1,-1,-21,-1,-1,-1,-1,0,-1,-4,-17,-27,2,1
KR_6746571791,16,14,-29,1,1,1,0,0,3,-7,40,15,3,1
KR_6752128993,8,3,-16,1,0,0,-1,0,1,4,-39,0,0,1
KR_6734070125,-4,-2,-17,-1,1,1,1,0,1,-9,7,21,1,1
KR_6750556074,-7,-6,20,-1,-1,1,0,0,1,4,-10,12,1,1
KR_6748051912,1,2,27,-1,0,0,1,1,2,7,-41,0,0,1
KR_6745019668,16,12,82,1,0,1,1,0,6,2,39,23,0,1
KR_6752111779,3,1,-46,-1,-1,1,-1,0,0,1,-10,-3,2,1
KR_6746744429,11,9,14,1,1,1,-1,0,0,3,20,-27,4,1
KR_6748645900,-1,5,-2,-1,-1,1,-1,0,1,-3,19,-12,4,1
KR_6745486433,78,25,39,1,0,0,1,2,9,1,-4,0,0,1
KR_6735487120,13,12,68,-1,1,-1,1,0,4,-1,6,4,5,1
KR_6736555592,17,8,30,-1,-1,-1,-1,0,4,5,0,16,6,1
KR_6734482759,-14,-6,-49,-1,-1,-1,0,0,-3,-3,4,26,4,1
KR_6730871407,9,4,-30,1,1,-1,0,0,1,-1,5,17,4,1
KR_6723429570,15,12,31,1,1,1,1,0,6,6,9,4,1,1
KR_6742977396,9,5,49,-1,1,1,1,0,2,29,-46,-9,2,1
KR_6747890054,10,7,41,1,1,1,1,0,2,6,-1,9,5,1
KR_6749040979,5,6,31,-1,1,-1,-1,0,2,3,9,-4,3,1
KR_6748049794,-17,3,-2,-1,0,0,-1,0,-1,0,-1,0,0,1
KR_6751405555,-32,-8,-16,-1,0,0,-1,0,-3,0,0,0,0,1
KR_6747939367,29,23,79,1,1,1,1,0,7,0,-13,18,5,1
KR_6747914492,10,7,29,-1,-1,1,1,0,4,9,-8,6,6,1
KR_6738652593,0,-2,-19,1,-1,-1,-1,0,-3,2,0,1,4,1
KR_6750062644,3,3,-14,-1,1,1,1,0,0,-5,-1,15,4,1
KR_6713561330,6,7,2,1,1,1,1,0,2,-1,1,6,5,1
KR_6747894765,10,3,15,1,-1,1,1,0,1,5,-10,-23,3,1
KR_6748359713,12,12,127,-1,1,1,1,0,6,10,10,22,1,1
KR_6751123527,3,-1,46,-1,1,-1,1,0,2,6,0,-12,6,1
KR_6748990767,13,10,66,1,1,1,1,0,4,1,8,-1,5,1
KR_6745185748,-5,3,58,1,1,1,1,0,3,0,10,22,5,1
KR_6745488606,-1,3,51,-1,1,1,1,0,0,-7,13,-16,5,1
KR_6747743805,-12,-3,-14,1,-1,1,1,0,-1,-10,45,12,4,1
KR_6752056604,2,3,51,-1,1,-1,1,0,2,8,2,-21,4,1
KR_6745596539,20,13,22,-1,1,1,1,0,5,12,-7,45,4,1
KR_6747621894,11,6,32,-1,1,1,1,0,-1,-1,-2,-24,6,1
KR_6741785814,2,1,4,-1,1,-1,0,0,1,-4,6,7,4,1
KR_6716162819,14,7,-8,1,1,-1,-1,0,-1,4,35,-8,6,1
KR_6740365931,10,5,78,-1,1,1,0,0,5,5,-36,13,3,1
KR_6751065740,4,1,-20,1,-1,1,1,0,1,3,45,21,1,1
KR_6751346430,-40,-19,44,-1,0,0,1,0,-6,-30,-109,0,0,1
KR_6748708955,2,5,37,1,1,1,1,0,2,5,19,23,3,1
KR_6744702096,10,7,-68,1,1,-1,-1,0,-1,-5,12,-8,6,1
KR_6739035184,4,7,79,1,1,1,1,0,3,-3,36,22,5,1
KR_6751603583,-16,-4,17,-1,0,0,1,1,2,18,-57,0,0,1
KR_6750926272,-7,-5,-18,1,-1,-1,1,0,-3,1,-33,-20,4,1
KR_6749923282,20,15,47,1,1,1,1,0,4,-7,5,9,3,1
KR_6750379054,-10,2,18,1,0,0,-1,0,1,0,0,0,0,1
KR_6741929208,9,3,-44,1,1,-1,-1,0,-1,-4,2,3,5,1
KR_6748853000,11,7,-5,1,1,1,1,0,0,3,-6,20,1,1
KR_6736655778,0,2,23,-1,1,-1,-1,0,0,-6,6,-30,2,1
KR_6749009270,-26,7,12,-1,0,0,1,1,2,-2,5,0,0,1
KR_6731857688,2,-1,50,-1,1,1,1,0,0,4,23,-35,4,1
KR_6750140733,30,14,17,1,0,0,1,1,5,3,84,0,0,1
KR_6747814378,-1,0,-19,1,-1,-1,1,0,-1,1,113,-12,2,1
KR_6751902883,32,15,7,1,1,-1,1,0,4,-4,-3,13,2,1
KR_6710514220,0,-2,3,1,-1,1,1,0,0,4,4,-24,1,1
KR_6747202616,22,10,-50,1,-1,1,-1,0,2,15,-34,-15,6,1
KR_6734468652,32,8,33,-1,0,0,-1,1,4,0,0,0,0,1
KR_6743123022,7,6,17,1,-1,1,0,0,4,4,27,40,4,1
KR_6732035886,2,1,-15,1,-1,-1,-1,0,1,4,-31,6,4,1
KR_6729579590,16,4,61,1,1,-1,1,0,5,5,51,-2,4,1
KR_6749566793,11,5,-12,1,1,-1,-1,0,1,-2,57,17,5,1
KR_6748595448,-4,-3,-63,1,-1,-1,-1,0,-1,2,14,-4,6,1
KR_6746638774,12,9,42,-1,1,-1,1,0,3,6,5,12,5,1
KR_6748906501,-3,1,45,1,1,1,1,0,2,4,11,25,1,1
KR_6751528566,-20,-13,97,-1,-1,-1,1,0,2,-4,2,-28,3,1
KR_6751072976,1,-1,20,-1,1,-1,-1,0,0,4,-6,6,6,1
KR_6748869568,5,2,40,1,-1,1,-1,0,0,-3,-1,21,4,1
KR_6749500242,16,2,-29,1,1,-1,-1,0,0,-3,-4,-51,3,1
KR_6733516764,12,3,89,1,1,-1,-1,0,3,4,-3,-3,4,1
KR_6743127936,1,5,16,-1,1,1,1,0,1,-2,3,21,1,1
KR_6740327513,-5,5,17,1,-1,1,1,0,-1,0,7,13,6,1
KR_6751512252,13,6,49,1,-1,1,1,0,4,2,-32,-12,1,1
KR_6751446545,8,10,71,1,-1,0,1,0,5,-3,4,-17,4,1
KR_6751050934,-3,-1,17,1,1,1,1,0,-1,6,-11,-12,4,1
KR_6742948982,7,1,7,-1,1,-1,0,0,1,3,-10,-1,5,1
KR_6751402263,-6,2,39,-1,1,-1,1,0,2,-5,-17,19,1,1
KR_6738806019,4,7,9,1,-1,-1,1,0,4,-7,-8,46,3,1
KR_6731835118,-3,2,20,1,1,-1,0,0,-1,-2,1,5,4,1
KR_6748722057,3,2,43,1,-1,1,1,0,1,3,46,-12,6,1
KR_6748658044,49,9,15,1,0,0,1,1,2,0,-1,0,0,1
KR_6748647529,43,14,10,1,0,0,1,2,4,0,0,0,0,1
KR_6746668589,8,5,-23,-1,1,1,1,0,2,1,19,-12,4,1
KR_6750523928,8,7,10,1,-1,1,1,0,2,3,-3,16,4,1
KR_6726654566,6,3,21,1,1,-1,1,0,4,1,-5,0,6,1
KR_6746345613,-3,-1,31,-1,1,1,1,0,2,1,8,-18,5,1
KR_6730126577,5,0,-3,-1,1,1,0,0,1,-2,14,-3,6,1
KR_6729824390,-3,1,-55,-1,-1,-1,-1,0,0,4,-5,25,3,1
KR_6746563364,10,1,-39,-1,1,-1,-1,0,1,3,-6,34,1,1
KR_6725864648,-10,0,46,-1,1,1,1,0,1,0,-14,11,2,1
KR_6749510061,-10,1,-23,-1,0,-1,1,0,1,1,-12,-10,0,1
KR_6739308876,-11,-11,-47,1,-1,-1,-1,0,-5,-4,-7,-14,1,1
KR_6746335785,11,9,13,-1,0,1,1,0,7,7,-20,-13,0,1
KR_6720839895,9,5,1,1,1,-1,1,0,4,2,31,19,2,1
KR_6731925071,10,13,30,1,1,1,1,0,3,5,43,-6,5,1
KR_6745977452,-6,-9,-43,-1,1,1,-1,0,-2,4,-15,-36,3,1
KR_6744304367,0,-1,55,-1,-1,-1,-1,0,1,9,-6,-1,2,1
KR_6745630442,12,13,62,-1,1,1,1,0,2,0,2,-12,3,1
KR_6719825371,-6,-2,50,-1,1,-1,0,0,-2,4,1,-39,5,1
KR_6735719914,6,3,-28,-1,1,1,1,0,0,8,-44,-20,3,1
KR_6746665422,-12,-4,19,-1,-1,1,1,0,-1,2,23,17,1,1
KR_6749668475,3,2,35,-1,1,1,1,0,1,-1,13,13,5,1
KR_6749615642,7,1,77,-1,-1,1,1,0,-1,-1,15,-36,4,1
KR_6745723706,8,2,4,-1,-1,1,1,0,1,-1,12,4,5,1
KR_6721238355,11,7,54,1,1,-1,-1,0,4,-5,10,-14,1,1
KR_6745812232,9,3,-36,-1,-1,1,-1,0,2,4,3,15,1,1
KR_6737445610,-5,-3,40,-1,1,1,1,0,0,0,-1,6,3,1
KR_6744718890,-4,0,53,1,1,1,1,0,2,-3,7,26,1,1
KR_6744522947,23,13,49,-1,-1,-1,1,0,4,3,4,-13,6,1
KR_6751139743,-7,2,-26,1,-1,1,1,0,1,-10,30,6,1,1
KR_6743440884,-1,6,44,-1,-1,1,1,0,0,4,1,0,4,1
KR_6729026353,15,-1,-36,-1,-1,-1,-1,0,2,5,19,10,5,1
KR_6746406331,2,5,27,1,0,1,-1,0,2,3,4,-8,0,1
KR_6749245912,3,1,28,-1,1,-1,1,0,6,0,7,18,2,1
KR_6746605557,22,9,72,1,1,-1,-1,0,2,2,-14,-21,1,1
KR_6737937519,1,7,59,-1,-1,1,1,0,6,4,44,6,2,1
KR_6746570112,26,7,29,1,0,0,1,0,3,0,0,0,0,1
KR_6738108136,15,12,32,1,1,1,1,0,3,2,23,24,3,1
KR_6732576205,7,12,90,1,1,-1,1,0,5,17,-36,39,1,1
KR_6743778128,-1,0,16,1,-1,1,1,0,0,-8,7,-13,3,1
KR_6746675619,10,8,-64,1,1,1,1,0,0,-4,-18,-4,4,1
KR_6721356345,27,15,35,1,1,1,1,0,4,-2,9,5,6,1
KR_6748627843,16,17,95,1,1,1,1,0,4,-4,9,9,6,1
KR_6752091793,-9,6,36,-1,0,0,1,1,1,0,0,0,0,1
KR_6745287941,22,19,130,1,0,1,1,1,6,-4,15,2,0,1
KR_6750806557,-3,-4,-19,-1,-1,-1,-1,0,1,-5,15,26,1,1
KR_6744096575,1,0,-59,-1,-1,1,1,0,1,4,3,-4,6,1
KR_6748324120,1,3,-14,-1,1,1,-1,0,1,-2,15,4,3,1
KR_6751202685,3,5,32,1,1,1,1,0,3,8,-1,-9,6,1
KR_6745568303,5,7,10,-1,0,0,1,0,5,0,0,0,0,1
KR_6749259178,21,14,44,-1,1,1,1,0,5,8,51,8,2,1
KR_6751264927,-46,-7,-20,-1,0,0,-1,-1,1,0,1,0,0,1
KR_6746041082,25,10,21,-1,1,-1,1,0,4,10,-15,-4,1,1
KR_6737218322,14,6,11,-1,1,1,-1,0,3,3,0,-2,5,1
KR_6730050627,13,5,-18,-1,0,0,1,2,-1,0,0,0,0,1
KR_6745727953,11,1,16,1,1,-1,-1,0,2,3,2,-8,4,1
KR_6746696198,12,10,32,1,-1,1,1,0,3,-1,4,-20,4,1
KR_6748006014,3,-1,-39,-1,1,1,0,0,-2,-10,-22,1,6,1
KR_6740411229,-5,1,-13,-1,1,-1,0,0,3,4,-40,-8,3,1
KR_6737954405,21,23,50,1,1,1,1,0,5,7,8,14,6,1
KR_6746247671,18,12,66,-1,1,1,1,0,5,15,-38,44,1,1
KR_6748615736,1,2,48,1,-1,-1,0,0,-1,-5,-2,-15,3,1
KR_6734437064,10,4,-44,-1,-1,-1,-1,0,-1,7,5,-34,2,1
KR_6751532245,22,1,-2,-1,0,0,-1,1,3,0,0,0,0,1
KR_6752161834,8,3,-25,-1,1,-1,-1,0,1,1,44,-37,6,1
KR_6742744690,-5,1,-3,-1,0,0,-1,-1,2,0,33,0,0,1
KR_6750240483,7,6,24,1,1,-1,0,0,1,6,-10,-22,1,1
KR_6748445874,10,9,-29,1,1,1,0,0,3,4,29,22,1,1
KR_6747766414,3,-1,-9,1,1,1,1,0,-1,5,297,3,4,1
KR_6739634429,5,4,-13,1,1,1,1,0,-2,2,4,12,4,1
KR_6743677849,13,12,45,-1,1,1,1,0,3,7,-5,11,2,1
KR_6741460028,3,2,1,1,1,-1,-1,0,3,1,4,10,6,1
KR_6732415693,31,11,-23,-1,1,-1,-1,0,0,6,9,-1,4,1
KR_6747662920,-9,-6,-7,-1,-1,1,0,0,-2,-1,-7,0,5,1
KR_6745957400,24,20,102,-1,-1,1,1,0,6,1,30,1,6,1
KR_6745433210,-9,-11,-72,-1,-1,-1,-1,0,-7,-1,-2,-32,6,1
KR_6745380922,10,7,-21,1,1,-1,1,0,1,2,-29,4,6,1
KR_6750220393,4,6,22,-1,-1,1,1,0,2,-1,39,12,2,1
KR_6735556450,-3,-4,19,-1,1,-1,-1,0,1,0,23,-34,6,1
KR_6742479013,19,10,46,1,1,-1,1,0,5,9,8,4,3,1
KR_6749466994,-14,-3,-9,1,1,-1,1,0,2,3,-39,35,2,1
KR_6750710944,42,8,-25,-1,0,0,1,1,0,-10,34,0,0,1
KR_6742760500,-1,2,3,-1,1,1,1,0,1,-3,10,63,6,1
KR_6750158807,14,11,71,1,1,1,1,0,6,1,65,29,5,1
KR_6738812597,1,6,-3,1,1,1,1,0,1,-1,5,-4,6,1
KR_6744168595,8,5,29,1,1,1,1,0,2,-6,22,17,4,1
KR_6745505074,-2,2,23,1,-1,-1,0,0,0,-1,4,-8,2,1
KR_6752044096,15,3,62,1,0,0,1,1,0,0,3,0,0,1
KR_6747932027,15,11,54,1,1,-1,1,0,4,1,16,3,1,1
KR_6747102831,5,2,23,-1,1,1,1,0,1,4,5,-15,3,1
KR_6740747093,13,2,14,-1,1,1,1,0,1,-10,46,4,5,1
KR_6744197386,20,23,102,1,1,1,1,0,8,-1,5,25,6,1
KR_6744305416,5,9,156,1,0,1,1,0,7,3,-29,-23,0,1
KR_6749420693,17,10,60,-1,1,-1,-1,0,4,-1,9,13,3,1
KR_6748591859,6,2,6,-1,-1,1,1,0,1,-4,-85,-7,4,1
KR_6746609911,20,14,30,1,1,1,1,0,5,7,-12,13,2,1
KR_6747971652,3,-1,7,1,-1,1,1,0,-1,4,-10,3,5,1
KR_6745409983,7,8,55,-1,1,-1,1,0,6,3,-4,10,2,1
KR_6735753618,-1,5,7,-1,-1,1,0,0,1,8,-9,53,6,1
KR_6749465173,36,13,15,1,0,0,1,0,4,0,0,0,0,1
KR_6728332519,26,11,34,1,0,0,-1,0,4,0,2,0,0,1
KR_6748463718,3,-7,-46,-1,-1,1,-1,0,-1,-8,0,-4,5,1
KR_6747983472,11,7,37,1,0,1,0,0,2,-2,64,2,0,1
KR_6744208148,17,14,57,1,1,-1,-1,0,4,4,-4,23,5,1
KR_6721323299,6,4,14,1,-1,-1,-1,0,-1,1,-11,-7,5,1
KR_6734677129,-11,-4,8,-1,1,1,-1,0,0,4,-22,-10,1,1
KR_6748005121,-14,-1,-6,-1,0,1,1,0,-2,-10,-21,-4,0,1
KR_6749425946,22,8,-27,1,0,0,1,0,2,-3,38,0,0,1
KR_6750835678,-3,-4,-60,-1,1,-1,-1,0,0,-2,8,0,3,1
KR_6742986156,8,3,-32,1,1,1,0,0,1,-5,3,15,4,1
KR_6734797416,26,8,7,-1,0,0,1,1,2,-10,39,0,0,1
KR_6746009099,9,2,-10,-1,-1,-1,-1,0,-2,3,15,0,5,1
KR_6742535925,25,16,54,1,-1,1,1,0,3,4,36,-29,5,1
KR_6738099482,18,15,54,1,1,1,1,0,5,4,13,-10,6,1
KR_6748745695,7,7,14,1,0,-1,1,0,0,5,-5,4,0,1
KR_6721689364,-5,-1,39,1,1,-1,0,0,-1,-3,-33,23,5,1
KR_6744175975,2,3,1,-1,1,1,1,0,2,6,15,12,6,1
KR_6744099562,0,5,-11,1,-1,-1,-1,0,1,-3,8,13,6,1
KR_6743543668,25,17,50,1,1,1,1,0,5,-1,-3,25,2,1
KR_6748494699,3,-3,-45,-1,1,1,-1,0,-4,-3,-37,-19,6,1
KR_6739733104,11,14,78,1,1,1,1,0,8,-2,7,31,4,1
KR_6746661089,17,10,-6,-1,1,1,0,0,3,-2,-4,15,5,1
KR_6750942278,15,7,49,1,1,-1,1,0,3,-3,11,32,5,1
