matchId,queueId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6666076298,420,4,2,-23,-1,1,-1,1,0,3,6,-1,-24,5,1
KR_6753138931,420,2,5,10,1,1,1,1,0,-1,3,-114,7,4,1
KR_6733702796,420,-11,-7,-55,-1,-1,-1,-1,0,-1,-1,-10,0,4,1
KR_6667784847,420,10,5,6,1,1,-1,-1,0,1,2,-2,-24,2,1
KR_6671463639,420,-3,-2,33,1,0,1,1,0,-1,0,-39,-4,0,1
KR_6654185396,420,5,0,38,-1,1,-1,-1,0,0,-1,1,-9,6,1
KR_6689919662,420,1,6,27,1,1,1,1,0,2,4,-1,18,2,1
KR_6585696976,420,-2,2,25,1,1,1,1,0,4,-4,9,4,3,1
KR_6750291957,420,3,2,-19,1,-1,0,1,0,-3,1,-163,-35,1,1
KR_6703612470,420,6,2,27,-1,1,1,-1,0,1,3,-21,12,4,1
KR_6663571148,420,-5,-2,24,-1,1,-1,1,0,-1,3,-24,4,5,1
KR_6474454977,440,5,3,7,-1,1,1,1,0,3,3,-6,24,4,1
KR_6709266823,420,6,5,19,-1,-1,1,1,0,4,2,-2,-8,5,1
KR_6751402535,420,6,2,0,1,1,-1,0,0,2,1,4,-5,4,1
KR_6753276141,420,5,5,-6,1,0,-1,1,0,2,5,-3,7,0,1
KR_6667615233,420,-4,0,16,-1,-1,-1,-1,0,-2,4,-9,4,5,1
KR_6573031390,420,-5,-2,13,-1,1,1,1,0,1,5,-1,24,3,1
KR_6580835842,420,-4,-8,18,-1,1,1,-1,0,-2,0,6,-14,3,1
KR_6744245618,420,0,0,-22,-1,1,1,0,0,1,-2,23,0,1,1
KR_6709646158,420,2,1,-36,1,-1,1,0,0,-2,3,-2,8,3,1
KR_6720565141,420,-7,-5,36,1,-1,1,1,0,0,-1,2,3,2,1
KR_6703619596,420,3,10,8,-1,1,1,1,0,3,0,5,8,1,1
KR_6755108139,420,2,8,69,1,1,-1,-1,0,3,-4,237,2,2,1
KR_6747180614,420,14,13,27,1,1,1,1,0,5,-6,-279,52,4,1
KR_6678589191,420,-1,9,14,1,1,1,1,0,2,-2,-20,20,6,1
KR_6588875498,420,6,4,-22,-1,-1,0,0,0,0,-3,2,-20,3,1
KR_6731727518,420,-1,-2,10,-1,1,-1,1,0,-4,-3,-224,-14,1,1
