Diff_LV,Diff_CS,Diff_jglCS,Diff-K,Diff-K-top,Diff-K-jug,Diff-K-mid,Diff-K-ad,Diff-K-sup,K-LOSE-sup,invadeKill,Diff_WARDplaced,Diff-ControlWARDplaced,LOSE_controlWARDPlaced,Diff_Inhibitor,Diff_TOWERkill,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_FirstBLOOD,dragonType,result
-5,-90,-76,-16,-1,-6,-3,-5,-1,0,0,-12,-3,-2,0,-3,-1,-1,-1,-1,4,-1
4,49,8,7,1,-1,3,4,0,0,0,-1,0,-3,0,2,1,1,1,1,4,-1
-3,-13,-27,-9,-3,0,-5,1,-2,0,0,-9,-1,-2,0,-2,-1,-1,-1,-1,4,-1
-3,3,-41,-8,-8,0,-3,0,3,-3,-1,1,-3,-5,0,-1,1,-1,-1,-1,1,-1
-4,-8,-16,-7,1,-2,-2,-3,-1,-1,0,-5,-8,-2,0,0,1,-1,0,-1,1,-1
-1,23,-32,-5,2,-6,-5,1,3,-3,0,3,-2,-2,0,0,-1,-1,-1,-1,2,-1
1,-24,-22,-4,4,0,-2,-5,-1,0,0,-35,-6,-3,0,-1,-1,-1,-1,-1,5,-1
-4,-39,-31,-9,-4,3,-2,-6,0,-1,0,-10,2,-5,0,-1,1,-1,-1,-1,1,-1
5,53,55,11,-1,-2,16,-2,0,0,1,-5,-2,-4,0,0,1,1,1,1,5,-1
5,17,28,5,2,-1,2,1,1,-1,0,15,-1,-5,0,0,-1,1,0,1,3,-1
1,35,20,3,1,-6,1,6,1,-3,1,-36,-4,-5,0,1,1,1,1,-1,3,-1
-7,-100,-8,-19,1,-1,-7,-9,-3,-1,-1,-10,-4,-2,0,-2,-1,-1,-1,-1,4,-1
2,14,19,4,-7,0,8,3,0,-1,0,-5,-3,-2,0,1,1,-1,-1,-1,2,-1
-3,-61,1,-7,-3,0,1,-6,1,-1,0,-14,-9,-3,0,-1,1,0,-1,1,4,-1
2,-36,9,7,-4,5,3,3,0,-1,0,1,7,-8,0,-1,1,-1,-1,1,5,-1
-1,-32,15,-6,-2,2,-1,-4,-1,-2,1,-5,8,-12,0,0,-1,0,0,1,6,-1
-6,-11,-28,-11,1,-9,-1,-2,0,-3,-2,-2,-2,-2,0,0,-1,-1,1,-1,3,-1
-2,-41,1,-7,-3,-3,4,-1,-4,0,0,-8,-2,-4,0,-1,1,-1,-1,-1,1,-1
0,-12,-8,2,-1,4,2,-2,-1,0,0,10,4,-9,0,-1,0,0,-1,1,0,-1
3,35,40,1,3,0,-5,2,1,-2,0,32,1,-6,0,0,-1,-1,-1,-1,6,-1
0,-9,12,-5,0,1,-1,-5,0,-2,-1,-4,4,-6,0,-1,1,-1,-1,-1,6,-1
-3,-49,-22,-12,-3,-4,-1,-4,0,0,0,-22,1,-6,0,-1,-1,-1,-1,1,4,-1
-1,-59,16,-2,-1,-1,4,-1,-3,0,0,-116,1,-5,0,-1,-1,-1,-1,-1,4,-1
-3,-92,-5,-1,-2,0,1,2,-2,0,0,-33,-5,0,0,-2,1,-1,-1,-1,3,-1
-3,-79,-12,-1,1,1,-3,1,-1,0,0,-115,2,-6,0,0,1,0,-1,-1,6,-1
-2,-64,-24,-4,3,-5,3,-2,-3,-2,2,-4,0,-8,0,-2,-1,-1,-1,1,6,-1
2,44,0,7,0,0,-3,9,1,-2,2,4,4,-6,0,3,1,1,1,1,2,-1
-3,-32,-12,-5,-6,1,0,0,0,-2,0,4,3,-7,0,2,1,1,-1,1,2,-1
1,30,-6,-2,-2,-1,-4,6,-1,0,1,11,-1,-1,0,-1,1,-1,-1,1,6,-1
-6,-98,22,-15,-4,-3,-3,-5,0,0,0,-2,1,-4,0,-3,1,-1,-1,-1,6,-1
-4,-31,-4,-6,-5,-3,-1,0,3,-4,0,5,3,-4,0,-1,1,-1,-1,1,6,-1
-5,-64,-33,-12,-2,-9,-2,0,1,-1,0,0,2,-5,0,-1,-1,-1,-1,-1,3,-1
-3,-46,28,-6,0,-5,-1,0,0,-1,0,-24,-1,-5,0,0,-1,1,0,1,4,-1
-2,-30,-4,-4,0,-3,3,-2,-2,-1,1,-12,2,-7,0,-1,-1,-1,-1,1,6,-1
-2,-39,0,-10,0,-3,-4,-3,0,0,0,3,-3,-2,0,1,-1,-1,1,-1,6,-1
-2,28,-8,-1,3,-1,-1,-2,0,-1,0,-5,-1,-5,0,0,1,1,1,-1,3,-1
-5,-52,-16,-10,-1,-9,-4,5,-1,0,0,4,5,-8,0,-2,0,-1,-1,1,0,-1
-2,50,-24,-7,2,-6,0,-1,-2,0,0,-279,1,-5,0,-1,-1,-1,-1,1,4,-1
-3,54,4,-7,2,-4,1,-2,-4,0,0,6,1,-2,0,1,0,0,1,1,0,-1
-6,-111,-9,-14,-4,-3,-2,-7,2,-4,0,-6,0,-6,0,-1,-1,-1,-1,-1,6,-1
1,5,-1,6,1,5,3,0,-3,0,0,2,2,-5,0,-2,-1,1,-1,-1,3,-1
-4,-58,-10,-9,-3,-1,-3,-4,2,-2,0,9,1,-5,0,0,-1,-1,0,1,5,-1
0,35,0,-1,1,-6,1,4,-1,-1,0,-10,-3,-6,0,-1,-1,-1,-1,-1,2,-1
-3,-69,5,-5,0,-6,0,-1,2,-3,0,17,2,-10,0,-1,1,-1,-1,-1,1,-1
-2,-115,-8,-1,3,0,-3,-6,5,-5,0,-3,0,-4,0,-1,-1,1,-1,1,1,-1
-2,31,-10,-4,0,4,2,-11,1,-3,1,-8,-5,-6,0,0,-1,-1,0,1,5,-1
-2,24,-16,0,4,-4,2,-3,1,-1,-1,3,1,-11,0,0,-1,0,-1,-1,4,-1
-2,-45,12,-8,0,-1,-2,-3,-2,0,0,-4,-5,-2,0,0,-1,1,0,1,4,-1
-9,-127,-19,-7,-4,2,-2,-1,-2,0,0,-20,-5,-1,0,-4,-1,-1,-1,-1,5,-1
-4,-50,-30,-4,-5,3,-3,0,1,-1,0,11,1,-4,0,0,-1,1,0,1,1,-1
2,91,-9,3,1,0,-1,2,1,-1,0,-14,1,-7,0,0,-1,-1,1,-1,5,-1
-2,-79,-1,-7,-3,-4,2,-5,3,-3,0,5,1,-5,0,-1,-1,-1,-1,-1,5,-1
0,-1,-26,-3,0,1,-1,-3,0,-1,-1,-9,-3,-4,0,2,-1,1,1,-1,4,-1
-7,-61,-46,-16,-2,-5,-3,-6,0,0,-1,-2,-3,-6,0,-1,-1,1,-1,-1,2,-1
-7,-61,-40,-17,-2,-4,-4,-8,1,-1,0,-22,-2,-3,0,-1,-1,1,-1,-1,4,-1
1,-33,3,0,-3,3,0,-4,4,-5,-1,0,0,-3,0,-2,0,1,-1,-1,0,-1
2,-23,15,-2,3,-1,0,1,-5,0,0,5,3,-8,0,-1,0,-1,-1,1,0,-1
1,8,-16,5,4,2,0,-4,3,-4,0,-16,6,-10,0,0,-1,1,0,1,4,-1
0,-77,36,0,-4,-1,1,-2,6,-6,0,119,-7,-3,0,1,1,-1,1,1,2,-1
2,67,32,3,2,-1,-1,0,3,-3,0,2,-1,-4,0,0,-1,-1,-1,1,4,-1
-1,16,16,-5,-4,-6,4,1,0,0,-1,100,4,-6,0,-1,1,-1,-1,-1,5,-1
-2,-62,7,1,1,1,-3,2,0,0,0,-20,6,-10,0,0,0,1,0,1,0,-1
-3,-5,-51,-8,-3,-2,-2,0,-1,0,1,5,-2,-5,0,0,-1,1,0,1,3,-1
0,-49,-15,-6,-3,-1,-4,3,-1,0,1,-14,-3,-5,0,-1,-1,-1,-1,1,3,-1
-5,-57,-40,-7,-3,-5,-4,3,2,-2,1,-34,-2,-2,0,-3,-1,0,-1,1,4,-1
0,20,-2,-2,-1,-2,-5,0,6,-7,1,-3,-4,-4,0,1,-1,1,1,1,5,-1
-2,-96,3,-3,2,1,1,-4,-3,0,0,105,0,-8,0,-2,-1,1,-1,1,2,-1
-4,-29,-76,-11,-2,-1,-6,-1,-1,-1,0,31,-8,0,0,-1,-1,-1,-1,-1,4,-1
-2,-18,-12,-11,-1,-2,-2,-4,-2,-1,0,7,1,-3,0,-1,-1,-1,-1,-1,4,-1
2,18,0,1,1,1,4,-6,1,-2,-2,-9,0,-4,0,3,-1,-1,1,1,3,-1
0,3,-9,-1,-3,-2,1,5,-2,-1,-1,-1,1,-3,0,-1,1,-1,-1,-1,2,-1
-2,1,17,-7,-6,-1,-4,1,3,-5,0,2,4,-5,0,-1,-1,1,-1,1,4,-1
1,28,38,-2,1,-1,-1,-2,1,-3,0,2,8,-10,0,0,1,1,0,1,5,-1
-1,49,-22,-5,1,4,-3,-5,-2,0,-1,-1,-4,-2,0,0,1,-1,0,-1,3,-1
-1,-64,0,-3,-2,-2,4,-4,1,-1,0,3,-2,-4,0,-1,-1,1,-1,-1,3,-1
-1,-42,-9,3,-2,4,1,0,0,-1,0,-3,-1,-3,0,-1,1,1,-1,-1,6,-1
1,-42,-11,3,8,-1,1,-4,-1,0,-1,-12,-2,-1,0,0,-1,1,1,-1,3,-1
3,14,8,0,2,-3,-1,1,1,-3,0,-27,0,-3,0,2,1,1,1,-1,3,-1
-2,-58,-9,-5,-2,-1,-2,-3,3,-6,0,2,-1,-5,0,-1,-1,-1,-1,1,3,-1
-3,-62,-7,-5,2,0,-3,-2,-2,-1,0,-37,3,-7,0,-2,0,-1,-1,1,0,-1
-2,-23,-8,-4,-3,-4,1,2,0,0,0,95,-2,-1,0,1,1,1,1,1,6,-1
-1,-25,-10,-2,1,1,2,-5,-1,0,0,-121,1,-4,0,0,-1,0,0,-1,1,-1
0,-26,16,-2,-1,5,-2,-3,-1,0,-1,6,2,-5,0,-2,-1,0,-1,-1,6,-1
-2,26,13,-9,-2,-2,-4,1,-2,-1,2,-48,0,-4,0,1,1,1,1,1,3,-1
-4,-49,-17,-4,0,0,-2,-1,-1,-2,0,-112,-2,-5,0,0,-1,-1,-1,-1,3,-1
-1,11,-15,-2,0,-1,-3,2,0,0,0,25,1,-7,0,0,1,-1,0,1,4,-1
-7,-95,32,-19,-6,-1,0,-11,-1,-1,0,-7,-3,-1,0,-2,-1,-1,-1,-1,2,-1
-1,22,4,-4,3,3,2,-3,-9,0,-1,19,-1,-6,0,1,-1,1,1,-1,5,-1
-1,-25,36,-9,-2,-3,-2,-1,-1,0,0,-3,-3,-3,0,0,-1,1,0,-1,2,-1
-1,31,-24,-3,-3,1,4,-5,0,-1,1,8,-5,-3,0,0,-1,0,0,1,6,-1
-1,-72,-8,3,4,-3,-1,0,3,-3,0,39,-2,-4,0,0,0,-1,0,-1,0,-1
-1,32,0,-3,0,-3,0,3,-3,0,0,-41,-2,-4,0,0,1,1,0,1,1,-1
-3,0,-14,-4,-1,-5,-2,4,0,0,0,2,2,-5,0,1,-1,-1,1,1,2,-1
-4,1,4,-11,0,-5,-6,2,-2,0,0,3,-1,-3,0,-1,-1,-1,-1,-1,1,-1
-1,-33,1,-5,1,-4,2,-4,0,-2,0,0,3,-7,0,-1,-1,1,-1,-1,6,-1
0,-32,35,1,-1,2,3,-2,-1,-1,0,-4,-4,-4,0,-1,-1,-1,-1,-1,1,-1
-3,-4,20,-11,-10,1,-2,2,-2,0,0,2,0,-3,0,0,1,1,-1,-1,2,-1
2,43,-6,9,0,8,6,-4,-1,0,0,-10,4,-8,0,0,1,1,0,1,5,-1
0,42,2,-3,2,-2,2,-5,0,-2,0,49,4,-9,0,0,-1,-1,-1,1,4,-1
-4,-75,-54,-2,-4,-1,0,0,3,-6,-1,-18,-3,-1,0,-1,-1,-1,-1,-1,2,-1
0,-55,-20,-4,1,-3,1,4,-7,-1,0,6,4,-5,0,-1,1,-1,-1,-1,6,-1
3,-7,32,-1,1,4,-5,-2,1,-3,0,-12,3,-5,0,-1,1,1,-1,-1,4,-1
1,-27,21,4,1,4,0,-1,0,-2,0,-20,-4,0,0,0,1,1,1,1,4,-1
-2,-19,-10,-2,2,-1,-3,1,-1,-3,1,-8,-3,-6,0,0,1,-1,0,1,2,-1
-2,-38,-10,-9,-6,-1,-2,1,-1,-1,-2,288,-1,-8,0,-1,-1,-1,-1,-1,4,-1
-2,-50,-12,-11,-1,0,1,-11,0,-1,0,-3,-5,-3,0,-1,-1,-1,-1,-1,3,-1
-2,22,-19,-7,1,-4,-5,1,0,0,-1,-1,-1,-4,0,-2,1,-1,-1,-1,6,-1
-3,-45,-4,1,-2,0,6,-2,-1,0,0,-124,-1,-4,0,0,-1,1,0,1,5,-1
-3,-66,1,-13,0,-3,-4,-6,0,0,0,16,0,-6,0,-1,-1,0,-1,-1,3,-1
2,-27,-22,2,1,4,-2,-1,0,0,-1,-11,-2,-5,0,-1,-1,-1,-1,-1,4,-1
0,-127,-16,3,1,2,-3,4,-1,0,0,16,4,-9,0,1,1,1,1,-1,4,-1
2,53,4,1,2,-4,-1,1,3,-3,0,5,-1,-6,0,1,-1,-1,1,-1,2,-1
2,11,9,1,3,1,0,-3,0,-1,1,-7,1,-7,0,1,1,1,1,1,2,-1
1,-18,-4,1,1,3,-1,-2,0,0,0,-5,-4,-1,0,0,-1,0,0,1,2,-1
-3,-22,-34,-1,-5,4,-2,1,1,-2,0,-3,-3,-2,0,-1,-1,0,-1,-1,2,-1
0,41,0,-3,-2,0,-2,3,-2,0,0,8,4,-9,0,-1,1,-1,-1,1,2,-1
-3,-43,0,-4,-2,-2,-2,3,-1,0,-1,-8,-1,-4,0,-1,-1,-1,-1,-1,6,-1
2,-2,20,5,2,5,3,-5,0,-1,1,175,-4,-1,0,0,1,1,1,1,2,-1
1,-10,-17,2,-1,0,2,3,-2,0,0,-434,2,-7,0,0,-1,-1,0,1,2,-1
-3,-65,-4,-7,-3,-2,1,-3,0,-1,0,5,0,-5,0,-2,0,-1,-1,1,0,-1
-5,-37,-52,-20,-1,-11,-2,-1,-5,-1,-2,350,2,-3,0,-2,-1,-1,-1,-1,6,-1
-2,-11,-34,1,-2,2,2,-2,1,-2,-1,28,-5,-1,0,1,-1,-1,1,-1,5,-1
2,-59,25,-2,-2,0,3,-3,0,0,0,-17,1,-3,0,0,-1,0,0,-1,5,-1
-7,-19,-12,-10,-2,-3,-5,-1,1,-3,0,4,2,-6,0,-1,-1,-1,-1,-1,3,-1
-2,-14,-1,-3,4,-3,-8,4,0,-1,0,-29,-1,-5,0,1,1,1,1,-1,4,-1
1,59,26,-1,-2,6,-3,-2,0,-1,-1,1,4,-7,0,1,-1,1,1,1,1,-1
1,68,8,3,6,-4,-1,4,-2,-2,-1,5,-1,-5,0,2,-1,0,1,-1,6,-1
0,16,-40,2,1,1,-2,4,-2,-1,2,-1,2,-3,0,0,0,-1,-1,1,0,-1
1,-50,32,4,4,3,1,-5,1,-2,0,68,6,-7,0,-1,-1,1,-1,-1,2,-1
2,-44,-12,1,-1,-5,9,-3,1,-1,0,-4,0,-4,0,1,1,1,1,-1,3,-1
-2,-107,-9,-6,2,2,-6,-2,-2,-1,0,-52,1,-6,0,-1,-1,-1,-1,-1,6,-1
0,-8,-8,0,1,4,5,-5,-5,-1,1,143,1,-6,0,0,-1,1,-1,1,2,-1
-5,-59,-24,-7,-3,0,1,-5,0,0,0,-6,1,-5,0,0,-1,-1,0,1,2,-1
1,2,-20,2,3,-6,0,1,4,-5,0,-10,-10,-2,0,1,1,-1,1,1,2,-1
-4,-71,-12,-10,-4,-2,-1,-4,1,-2,0,32,2,-5,0,0,0,-1,0,-1,0,-1
-3,-26,7,-11,-3,-2,1,-5,-2,0,0,13,-1,-4,0,-3,-1,-1,-1,-1,1,-1
-5,-45,-29,-8,2,-2,-2,-7,1,-1,0,-1,2,-5,0,-2,-1,-1,-1,1,1,-1
1,36,-8,6,0,1,4,-1,2,-2,3,24,7,-7,0,0,0,1,1,1,0,-1
1,40,4,-4,2,0,-1,-4,-1,0,1,39,-4,-2,0,2,-1,1,1,1,3,-1
6,19,-12,3,-1,3,-1,2,0,0,0,-157,-2,-7,0,0,-1,1,0,1,5,-1
-2,-24,-6,2,-1,-1,5,-2,1,-1,0,-3,2,-6,0,0,1,-1,0,-1,2,-1
2,-5,20,6,3,-5,3,4,1,-1,0,-9,3,-9,0,0,-1,1,0,1,5,-1
-4,-8,-4,-10,-2,3,-3,-5,-3,0,0,-6,-6,-3,0,-1,-1,1,-1,-1,2,-1
-5,-8,-16,-8,-1,-4,3,-6,0,0,0,-43,3,-7,0,0,-1,1,0,-1,4,-1
-4,-86,0,-10,-4,-1,-1,-3,-1,-1,0,-13,1,-8,0,-1,-1,-1,-1,-1,6,-1
2,-8,16,5,5,-1,5,-5,1,-3,0,10,6,-8,0,1,1,1,1,1,4,-1
2,49,-40,7,4,1,0,-1,3,-3,0,-3,4,-5,0,0,-1,-1,1,1,2,-1
-2,64,-16,-7,-1,-6,2,-2,0,0,0,-258,2,-3,0,0,1,1,0,1,3,-1
-4,-113,-14,-5,3,-4,0,-2,-2,0,0,-6,-3,-4,0,-1,-1,-1,-1,1,6,-1
-4,-41,-28,-15,-3,-5,-9,1,1,-1,0,122,-2,-2,0,-1,-1,-1,-1,1,1,-1
-2,-27,-5,-3,-3,-6,1,0,5,-5,0,7,3,-6,0,0,1,1,0,-1,2,-1
-2,-9,-34,2,-4,0,0,6,0,-3,0,5,0,-3,0,2,-1,1,1,1,2,-1
-6,-40,-66,-15,-4,0,-4,-4,-3,0,0,-1,2,-5,0,-1,-1,-1,-1,-1,1,-1
0,-52,8,-6,0,-4,2,-3,-1,0,0,37,-2,-3,0,-2,1,-1,-1,-1,4,-1
-7,-86,-8,-16,-4,-3,-3,-5,-1,-1,0,108,1,-5,0,-2,-1,-1,-1,-1,5,-1
-1,56,16,-7,-1,-2,-1,-4,1,-1,0,-16,-3,-3,0,0,-1,1,1,-1,5,-1
-2,-79,1,-2,-5,4,0,-2,1,-3,1,-10,-2,-4,0,-2,-1,1,-1,-1,4,-1
-8,-90,-49,-14,-3,-5,-2,-3,-1,-1,0,-18,-5,-1,0,-4,-1,-1,-1,-1,4,-1
-3,-80,15,-9,-2,0,-3,-5,1,-2,0,7,-3,-2,0,-2,-1,-1,-1,-1,3,-1
0,-8,24,-3,-3,-3,-5,8,0,-2,0,2,7,-9,0,0,1,1,0,1,5,-1
-1,-54,-7,-5,2,1,-3,-4,-1,0,0,-108,-1,-1,0,-1,0,1,-1,-1,0,-1
-2,-36,-16,0,2,0,1,0,-3,-1,0,-11,-4,-5,0,0,-1,0,0,-1,5,-1
-3,-105,-29,-8,2,-2,-3,-4,-1,-1,0,0,-5,-3,0,-2,-1,-1,-1,-1,4,-1
-3,-17,-28,-16,-5,-2,-3,-3,-3,-2,-2,2,-1,-5,0,-1,-1,-1,-1,-1,5,-1
-3,-43,-15,-8,-4,1,0,-3,-2,0,0,-115,5,-6,0,0,-1,1,1,-1,2,-1
0,21,-19,3,1,2,4,-3,-1,-1,0,-2,-3,-4,0,0,1,-1,0,-1,4,-1
-1,20,-15,-2,-6,0,1,4,-1,0,0,-79,-2,-3,0,1,1,-1,1,-1,5,-1
-3,-62,12,-13,-3,-2,1,-8,-1,-1,0,17,0,-3,0,-1,1,-1,-1,1,1,-1
1,-17,0,3,-4,2,0,3,2,-2,0,0,-7,-3,0,0,1,1,0,1,3,-1
-1,4,-3,3,3,0,2,-4,2,-3,0,-5,-1,-5,0,2,0,1,1,1,0,-1
1,-8,4,3,0,3,-4,3,1,-3,0,-22,-3,-4,0,1,-1,1,1,1,5,-1
0,17,9,-6,-4,-3,-1,0,2,-3,0,3,2,-8,0,0,-1,1,1,-1,3,-1
-3,1,-24,-4,5,-2,-2,-5,0,-2,0,13,4,-7,0,0,-1,0,0,-1,3,-1
1,-10,9,5,-3,4,-1,0,5,-5,1,40,-4,-5,0,0,1,-1,0,1,4,-1
0,-18,-1,-2,-1,-3,2,-2,2,-4,-1,1,-5,-1,0,-1,1,-1,-1,-1,2,-1
-3,33,-56,-3,1,-2,0,-2,0,0,0,-4,-1,-5,0,-1,1,-1,1,-1,5,-1
-1,-4,1,-5,-1,-1,0,-3,0,-3,0,-13,-1,-5,0,0,1,-1,0,-1,1,-1
-2,-85,4,-4,0,-2,-1,-1,0,0,0,2,-2,-6,0,0,-1,-1,0,1,4,-1
-1,8,-13,2,1,3,-2,1,-1,0,0,-2,1,-4,0,-1,1,-1,-1,1,5,-1
-4,-27,8,-8,0,-7,-4,1,2,-2,0,7,1,-3,0,-1,0,0,-1,1,0,-1
-2,-17,20,-7,0,-2,0,-6,1,-2,-1,2,0,-7,0,1,0,1,1,-1,0,-1
-3,-121,-29,-11,-2,2,-3,-7,-1,-1,0,-3,0,-3,0,-2,-1,-1,-1,-1,6,-1
-3,-13,-29,-2,5,-1,-3,-1,-2,-1,-1,-3,3,-7,0,1,-1,1,1,-1,2,-1
-2,38,-20,-1,-1,-2,0,2,0,-2,1,-45,0,-6,0,-1,1,1,-1,1,3,-1
-3,-33,-32,-4,1,0,-4,0,-1,0,0,-125,-2,-3,0,0,-1,-1,-1,-1,2,-1
-1,-2,7,0,0,2,-3,0,1,-1,0,-4,-3,-2,0,-1,-1,-1,-1,1,6,-1
-2,-19,7,-4,-1,0,-6,3,0,-2,0,2,0,-6,0,0,1,1,0,1,6,-1
-3,-38,-16,-4,1,0,0,-1,-4,0,0,-44,-2,-1,0,-2,-1,-1,-1,1,6,-1
2,-13,8,5,-1,3,3,0,0,-1,0,-20,-2,-5,0,0,-1,0,-1,-1,6,-1
-2,-62,-30,-1,3,0,-4,0,0,0,0,-28,-1,-3,0,-2,-1,-1,-1,-1,4,-1
-5,-43,-27,-18,2,-5,-12,-3,0,-1,-1,12,-5,-4,0,-1,-1,0,-1,-1,4,-1
-5,-89,-15,-15,-4,-6,-2,-3,0,-2,0,30,-6,-4,0,-2,1,1,-1,-1,5,-1
-3,-19,-38,-12,0,-1,-5,-6,0,-1,0,-10,0,-1,0,-1,1,0,-1,-1,1,-1
4,23,22,7,0,3,0,3,1,-1,1,1,2,-6,0,0,1,-1,1,1,2,-1
-4,-12,-8,-12,-2,0,2,-12,0,0,0,-7,-1,-6,0,0,-1,-1,-1,-1,6,-1
1,21,4,4,0,2,3,0,-1,0,0,-2,1,-4,0,0,-1,1,-1,1,5,-1
-5,-102,-19,-3,-2,6,-1,-5,-1,-3,-1,25,1,-5,0,0,-1,0,0,-1,6,-1
-1,-31,-8,-4,-5,0,3,-1,-1,-2,0,-4,-3,-3,0,-1,-1,-1,-1,-1,3,-1
-1,33,-18,-3,1,0,-2,-2,0,0,0,10,3,-8,0,1,-1,-1,-1,-1,3,-1
-9,-51,-39,-28,-2,-2,-6,-13,-5,0,-4,1,-1,-4,0,-2,-1,-1,-1,-1,4,-1
-2,-63,-30,-4,-6,-1,1,2,0,-1,0,-1,-2,-3,0,-1,-1,-1,-1,-1,2,-1
-4,-132,-52,-6,-6,-2,4,1,-3,-1,0,-2,2,-3,0,-2,-1,1,-1,-1,5,-1
-4,-59,-40,-5,-1,1,-2,-2,-1,-1,-1,1,4,-5,0,0,-1,-1,-1,-1,4,-1
-3,-27,-28,-9,-4,-5,-3,2,1,-1,-1,5,-4,-2,0,-2,-1,-1,-1,1,2,-1
-2,-39,-38,1,0,-5,3,4,-1,-2,0,-13,-1,-6,0,-1,-1,-1,-1,-1,4,-1
-3,30,-8,2,2,-5,1,3,1,-1,0,39,0,-5,0,0,1,-1,0,-1,5,-1
-3,23,24,-2,-1,-4,3,2,-2,0,1,1,0,-6,0,-1,-1,1,-1,1,5,-1
-1,-38,-8,-4,-4,1,-3,1,1,-3,1,-120,-8,-4,0,-1,-1,-1,-1,1,5,-1
-3,-3,0,2,2,2,-1,-1,0,0,0,-7,-3,-3,0,0,-1,1,-1,-1,5,-1
2,32,26,2,-3,1,1,3,0,0,0,30,3,-5,0,1,1,-1,1,-1,1,-1
-1,37,26,-6,2,-5,-4,0,1,-1,0,-5,-3,-4,0,-1,1,-1,-1,-1,5,-1
-2,-118,-25,-4,1,0,-2,-2,-1,0,0,-59,-2,-1,0,-2,-1,1,-1,-1,3,-1
-3,-43,4,-8,-2,-2,0,-5,1,-3,0,-8,-3,-7,0,-2,1,1,-1,-1,3,-1
-5,-52,-38,-6,-3,-6,-3,4,2,-4,2,5,-3,-4,0,1,-1,-1,-1,1,2,-1
-3,-36,-10,-12,0,-4,0,-3,-5,-1,0,-5,1,-3,0,-2,1,-1,-1,-1,4,-1
-5,-48,-17,-7,-1,0,-7,1,0,-1,1,-15,1,-5,0,-1,-1,1,-1,1,6,-1
0,-32,8,3,-1,5,-3,1,1,-1,1,2,-1,-4,0,0,-1,1,0,1,4,-1
6,80,32,6,8,1,0,1,-4,-2,1,-8,3,-6,0,2,-1,1,1,1,4,-1
-1,-10,26,-11,1,-4,-2,-7,1,-3,0,-132,-3,-2,0,-1,0,-1,-1,-1,0,-1
2,20,-25,1,-1,1,-1,4,-2,-2,-2,-88,1,-5,0,0,-1,0,0,-1,5,-1
0,-24,52,4,-1,4,1,2,-2,-1,0,3,1,-5,0,0,-1,1,-1,-1,5,-1
-2,-26,-16,0,-1,-1,0,1,1,-3,0,7,4,-6,0,-1,-1,1,-1,-1,1,-1
-3,6,-31,-6,1,1,-7,-1,0,-2,0,27,-2,-4,0,-1,1,-1,-1,1,1,-1
-3,-65,-32,-12,0,-3,-2,1,-8,0,0,68,-6,-2,0,-2,-1,-1,-1,-1,5,-1
-1,-34,1,1,-3,1,-1,4,0,-2,0,-6,-2,-6,0,-1,1,-1,-1,1,4,-1
0,-43,7,-3,-1,-2,-3,3,0,-1,0,6,-3,-4,0,-2,1,-1,-1,-1,6,-1
-5,-50,33,-11,1,-3,-4,-3,-2,-2,0,13,-3,-3,0,0,0,-1,0,1,0,-1
-2,-54,-13,-4,-1,1,-1,-3,0,0,0,8,2,-9,0,-1,-1,-1,-1,-1,2,-1
-1,34,-7,0,1,5,2,-5,-3,0,0,-2,-1,-5,0,0,-1,-1,0,-1,5,-1
1,-16,-16,-4,-1,-1,1,-5,2,-3,0,0,-5,-3,0,0,-1,-1,1,1,5,-1
-1,27,-60,-3,-1,-5,5,-2,0,-2,0,-1,-3,-5,0,0,-1,-1,0,1,2,-1
-2,-44,-12,1,-2,-2,1,4,0,-2,1,23,4,-8,0,-2,1,1,-1,-1,5,-1
-1,29,-35,-2,-1,1,1,-2,-1,-1,0,-179,-3,-3,0,0,-1,1,-1,-1,3,-1
-2,-11,1,-7,1,-6,-5,0,3,-4,0,1,0,-4,0,-1,-1,0,-1,-1,2,-1
1,41,21,-1,1,4,1,-4,-3,0,1,-81,1,-3,0,1,1,1,1,1,6,-1
-6,-26,-36,-9,0,-6,1,-2,-2,0,0,-26,-1,-4,0,0,1,-1,0,-1,1,-1
-3,-18,-8,-10,2,-3,1,-7,-3,-1,0,0,-4,-1,0,0,1,-1,-1,1,2,-1
-1,-18,12,-10,-1,-1,-2,-4,-2,0,-1,3,1,-3,0,0,1,-1,0,-1,4,-1
-3,-63,-3,-6,4,-5,-3,3,-5,0,0,-301,-4,-3,0,-1,-1,1,-1,-1,4,-1
-2,-128,0,-7,-5,2,0,-2,-2,0,-1,2,-2,-5,0,-1,-1,-1,-1,-1,4,-1
-2,-69,8,-7,1,-7,-4,0,3,-3,0,-8,-2,-2,0,0,1,-1,0,-1,2,-1
-1,-35,12,-6,-5,-2,-2,-2,5,-5,-1,-2,-3,-6,0,-1,-1,1,1,-1,2,-1
-2,-30,2,-8,-2,-4,-1,-3,2,-2,0,-10,-9,-2,0,0,-1,-1,-1,1,4,-1
-4,65,-36,-3,1,-8,2,2,0,-2,1,2,4,-6,0,1,-1,-1,1,1,2,-1
1,-25,-8,6,1,-2,3,5,-1,0,1,12,2,-8,0,1,-1,1,1,1,1,-1
-7,-136,-7,-14,1,-3,0,-10,-2,0,0,-110,0,-4,0,-3,-1,1,-1,-1,5,-1
